"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"20369";"0500358T";"ECOLE ELEMENTAIRE PUBLIQUE -";"COURCY";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;45
"20390";"0500517R";"ECOLE PRIMAIRE PUBLIQUE BUISSON - ZOLA (TOURLAVILLE)";"CHERBOURG-EN-COTENTIN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;7;144
"20398";"0500560M";"ECOLE MATERNELLE PUBLIQUE PAUL NICOLLE (CHERBOURG-OCTEVILLE)";"CHERBOURG-EN-COTENTIN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;4;79
"20399";"0500567V";"ECOLE MATERNELLE PUBLIQUE LE BOIS (QUERQUEVILLE)";"CHERBOURG-EN-COTENTIN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;3;61
"20434";"0500820V";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE DES 3 POMMES";"SAINT-AMAND-VILLAGES";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;11;223
"20542";"0501393T";"ECOLE PRIMAIRE PRIVEE ECOLE DU SACRE-COEUR";"TORIGNY-LES-VILLES";"NORMANDIE";"Bourgs ruraux";"PRIVE";0;7;150
"20562";"0501448C";"ECOLE PRIMAIRE PUBLIQUE LES CLAIRES FONTAINES";"COUTANCES";"NORMANDIE";"Petites villes";"PUBLIC";0;4;88
"20582";"0501499H";"ECOLE PRIMAIRE PUBLIQUE LES CALIPOTINES (SAINTE-CROIX-HAGUE)";"LA HAGUE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;5;122
"20597";"0501539B";"ECOLE MATERNELLE PUBLIQUE -";"PONTAUBAULT";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;1;21
"20699";"0510082M";"ECOLE MATERNELLE PUBLIQUE YSER";"REIMS";"REIMS";"Grands centres urbains";"PUBLIC";0;2;34
"20710";"0510160X";"ECOLE ELEMENTAIRE PUBLIQUE -";"FONTAINE-DENIS-NUISY";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;1;25
"20759";"0510432T";"ECOLE MATERNELLE PUBLIQUE JEAN MOULIN";"TINQUEUX";"REIMS";"Grands centres urbains";"PUBLIC";0;4;102
"20811";"0510612N";"ECOLE ELEMENTAIRE PUBLIQUE LES TILLEULS";"FAGNIERES";"REIMS";"Ceintures urbaines";"PUBLIC";0;16;346
"20818";"0510631J";"ECOLE ELEMENTAIRE APPLICATION JULES FERRY";"CHALONS-EN-CHAMPAGNE";"REIMS";"Centres urbains intermédiaires";"PUBLIC";0;12;289
"20830";"0510684S";"ECOLE PRIMAIRE PUBLIQUE -";"MARSON";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;4;92
"20904";"0511230K";"ECOLE ELEMENTAIRE PUBLIQUE DE L'HIPPODROME";"REIMS";"REIMS";"Grands centres urbains";"PUBLIC";1;7;89
"20926";"0511330U";"ECOLE PRIMAIRE PRIVEE COURS SAINT FRANCOIS D'ASSISE";"CHALONS-EN-CHAMPAGNE";"REIMS";"Centres urbains intermédiaires";"PRIVE";0;9;240
"21004";"0511554M";"ECOLE MATERNELLE PUBLIQUE -";"PIERRY";"REIMS";"Ceintures urbaines";"PUBLIC";0;2;38
"21017";"0511614C";"ECOLE PRIMAIRE PUBLIQUE CROIX JEAN ROBERT";"CHALONS-EN-CHAMPAGNE";"REIMS";"Centres urbains intermédiaires";"PUBLIC";0;9;168
"21047";"0511770X";"ECOLE PRIMAIRE PUBLIQUE PONT DE MUIRE-DIDEROT";"TINQUEUX";"REIMS";"Grands centres urbains";"PUBLIC";0;9;219
"21061";"0511837V";"ECOLE ELEMENTAIRE PUBLIQUE PETIT BETHENY LA MARELLE";"BETHENY";"REIMS";"Grands centres urbains";"PUBLIC";1;7;122
"21078";"0511988J";"ECOLE ELEMENTAIRE PUBLIQUE -";"CONFLANS-SUR-SEINE";"REIMS";"Bourgs ruraux";"PUBLIC";0;6;134
"21083";"0511993P";"ECOLE PRIMAIRE PRIVEE SAINT MARTIN";"CHATILLON-SUR-MARNE";"REIMS";"Rural à habitat dispersé";"PRIVE";0;5;102
"21206";"0520801N";"ECOLE PRIMAIRE PRIVEE SACRE COEUR";"LANGRES";"REIMS";"Petites villes";"PRIVE";0;7;167
"21214";"0520851T";"ECOLE ELEMENTAIRE PUBLIQUE LES SEQUOIAS";"EURVILLE-BIENVILLE";"REIMS";"Bourgs ruraux";"PUBLIC";0;5;94
"21331";"0530242A";"ECOLE PRIMAIRE PUBLIQUE -";"L'HUISSERIE";"NANTES";"Bourgs ruraux";"PUBLIC";0;13;299
"21356";"0530309Y";"ECOLE PRIMAIRE PUBLIQUE LE GRAND PRE";"LOUVIGNE";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;103
"21366";"0530339F";"ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC";"MONTREUIL-POULAY";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;2;26
"21488";"0530663H";"ECOLE PRIMAIRE PRIVEE ABBE ANGOT";"SAINTE-GEMMES-LE-ROBERT";"NANTES";"Rural à habitat dispersé";"PRIVE";0;3;74
"21547";"0530795B";"ECOLE PRIMAIRE PRIVEE STE MARIE";"MERAL";"NANTES";"Bourgs ruraux";"PRIVE";0;5;96
"21575";"0540162H";"ECOLE MATERNELLE PUBLIQUE -";"ANTHELUPT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;18
"21650";"0540501B";"ECOLE ELEMENTAIRE PUBLIQUE NELSON MANDELA";"HAROUE";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;4;75
"21659";"0540541V";"ECOLE ELEMENTAIRE PUBLIQUE -";"HUDIVILLER";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;17
"21718";"0540816U";"ECOLE ELEMENTAIRE PUBLIQUE JEAN JAURES";"NANCY";"NANCY-METZ";"Grands centres urbains";"PUBLIC";0;9;224
"21789";"0541045T";"ECOLE PRIMAIRE -";"THIEBAUMENIL";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;2;39
"21810";"0541126F";"ECOLE PRIMAIRE PUBLIQUE MARIE MARVINGT";"VEZELISE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;14;304
"21843";"0541418Y";"ECOLE MATERNELLE PUBLIQUE MARIE MARVINGT";"SAINT-NICOLAS-DE-PORT";"NANCY-METZ";"Centres urbains intermédiaires";"PUBLIC";0;5;115
"21954";"0541847P";"ECOLE MATERNELLE PUBLIQUE -";"MAIDIERES";"NANCY-METZ";"#N/A";"PUBLIC";0;2;52
"22086";"0542274D";"ECOLE ELEMENTAIRE PUBLIQUE ELSA TRIOLET";"FROUARD";"NANCY-METZ";"Centres urbains intermédiaires";"PUBLIC";0;6;118
"22092";"0542305M";"ECOLE ELEMENTAIRE PUBLIQUE CHARLEMAGNE";"NANCY";"NANCY-METZ";"Grands centres urbains";"PUBLIC";0;10;211
"22100";"0542321E";"ECOLE PRIMAIRE PUBLIQUE GROUPE SCOLAIRE JEAN MOULIN";"HAUCOURT-MOULAINE";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";1;11;194
"22103";"0542345F";"ECOLE ELEMENTAIRE PUBLIQUE ROMAIN ROLLAND";"AUBOUE";"NANCY-METZ";"Petites villes";"PUBLIC";1;10;151
"22139";"0550366Z";"ECOLE PRIMAIRE PUBLIQUE -";"LAIMONT";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;45
"22178";"0550750S";"ECOLE PRIMAIRE PRIVEE NOTRE DAME";"ANCERVILLE";"NANCY-METZ";"Bourgs ruraux";"PRIVE";0;4;64
"22180";"0550756Y";"ECOLE MATERNELLE PUBLIQUE CHARLES PERRAULT";"BELLEVILLE-SUR-MEUSE";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;5;91
"22197";"0550809F";"ECOLE ELEMENTAIRE PUBLIQUE PIERRE ROBIN";"ROBERT-ESPAGNE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;4;63
"22245";"0551030W";"ECOLE ELEMENTAIRE PUBLIQUE LOUISE MICHEL";"VERDUN";"NANCY-METZ";"Centres urbains intermédiaires";"PUBLIC";1;9;132
"22285";"0560260D";"ECOLE PRIMAIRE PUBLIQUE SYLVAIN PRADEAU";"ROCHEFORT-EN-TERRE";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;56
"22345";"0560453N";"ECOLE PRIMAIRE FRANCAISE DES NEUF ECLUSES";"SAINT-GERAND";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;3;63
"22365";"0560525S";"ECOLE MATERNELLE PUBLIQUE PAPE CARPANTIER";"VANNES";"RENNES";"Grands centres urbains";"PUBLIC";0;2;35
"22370";"0560540H";"ECOLE PRIMAIRE PUBLIQUE LES QUATRE SAISONS";"LA VRAIE-CROIX";"RENNES";"Bourgs ruraux";"PUBLIC";0;4;80
"22459";"0560900Z";"ECOLE PRIMAIRE PRIVEE SAINT GILDAS";"BOHAL";"RENNES";"Rural à habitat dispersé";"PRIVE";0;4;98
"22517";"0561023H";"ECOLE PRIMAIRE PRIVEE STE ANNE";"KERVIGNAC";"RENNES";"Rural à habitat dispersé";"PRIVE";0;7;162
"22640";"0561273E";"ECOLE PRIMAIRE PRIVEE STE THERESE";"SULNIAC";"RENNES";"Bourgs ruraux";"PRIVE";0;7;180
"22682";"0561423T";"ECOLE PRIMAIRE PUBLIQUE LE PRINTEMPS";"GUISCRIFF";"RENNES";"Rural à habitat très dispersé";"PUBLIC";0;4;81
"22715";"0561538T";"ECOLE PRIMAIRE PUBLIQUE VICTOR SCHOELCHER";"GUER";"RENNES";"Bourgs ruraux";"PUBLIC";0;7;150
"22735";"0561618E";"ECOLE PRIMAIRE PUBLIQUE LES LUTINS";"CAMORS";"RENNES";"Rural à habitat dispersé";"PUBLIC";0;6;149
"22755";"0561692K";"ECOLE ELEMENTAIRE PUBLIQUE MERVILLE";"LORIENT";"RENNES";"Grands centres urbains";"PUBLIC";0;9;208
"22825";"0570461S";"ECOLE ELEMENTAIRE PUBLIQUE LES MARRONNIERS";"PLESNOIS";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;2;41
"22845";"0570593K";"ECOLE PRIMAIRE -";"VOYER";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;36
"22846";"0570597P";"ECOLE PRIMAIRE GEORGE JEAN DE VELDENZ";"PHALSBOURG";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;12;277
"22855";"0570659G";"ECOLE ELEMENTAIRE PUBLIQUE -";"RECHICOURT-LE-CHATEAU";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;2;51
"22943";"0570996Y";"ECOLE PRIMAIRE PUBLIQUE -";"BETTELAINVILLE";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;58
"23010";"0571377M";"ECOLE ELEMENTAIRE PUBLIQUE -";"HELLIMER";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;53
"23014";"0571388Z";"ECOLE ELEMENTAIRE PUBLIQUE -";"EINCHEVILLE";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;12
"23033";"0571580H";"ECOLE MATERNELLE PUBLIQUE LA DELL";"AUDUN-LE-TICHE";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;2;53
"23051";"0571685X";"ECOLE PRIMAIRE PUBLIQUE INTERCOMMUNALE EPPING-URBACH-ORMERSVILLER";"EPPING";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;64
"23087";"0571942B";"ECOLE ELEMENTAIRE PUBLIQUE LE LANCEUMONT";"MECLEUVES";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;69
"23105";"0572037E";"ECOLE MATERNELLE PUBLIQUE BAS STEINBESCH 2";"FAULQUEMONT";"NANCY-METZ";"Petites villes";"PUBLIC";0;4;72
"23129";"0572140S";"ECOLE MATERNELLE PUBLIQUE HAUT DE QUEULEU LES ROITELETS";"METZ";"NANCY-METZ";"Grands centres urbains";"PUBLIC";0;3;72
"23132";"0572150C";"ECOLE MATERNELLE PUBLIQUE PRE LE LOUP";"PIERREVILLERS";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;2;46
"23247";"0572607Z";"ECOLE ELEMENTAIRE PUBLIQUE DE LA FORET";"RURANGE-LES-THIONVILLE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;6;146
"23270";"0572671U";"ECOLE MATERNELLE PUBLIQUE BASSES VIGNEULLES";"HAUTE-VIGNEULLES";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;1;17
"23314";"0572861A";"ECOLE ELEMENTAIRE PUBLIQUE BORNY CENTRE JULES VERNE";"METZ";"NANCY-METZ";"Grands centres urbains";"PUBLIC";0;6;119
"23320";"0572883Z";"ECOLE MATERNELLE PUBLIQUE E. FRITSCH";"YUTZ";"NANCY-METZ";"Centres urbains intermédiaires";"PUBLIC";0;2;51
"23368";"0573019X";"ECOLE ELEMENTAIRE PUBLIQUE ADOLPHE YVON";"VOLMUNSTER";"NANCY-METZ";"Rural à habitat dispersé";"PUBLIC";0;3;70
"23406";"0573143G";"ECOLE PRIMAIRE -";"JOUY-AUX-ARCHES";"NANCY-METZ";"Ceintures urbaines";"PUBLIC";0;3;78
"23426";"0573187E";"ECOLE PRIMAIRE PUBLIQUE JEAN XXIII";"PUTTELANGE-AUX-LACS";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";1;5;80
"23616";"0573626G";"ECOLE PRIMAIRE R. SCHUMAN";"SARRALBE";"NANCY-METZ";"Bourgs ruraux";"PUBLIC";0;15;309
"23685";"0580170V";"ECOLE ELEMENTAIRE PUBLIQUE GUILLAUME APOLLINAIRE";"SAINT-BENIN-DES-BOIS";"DIJON";"Rural à habitat très dispersé";"PUBLIC";0;1;9
"23761";"0580444T";"ECOLE MATERNELLE PUBLIQUE -";"PERROY";"DIJON";"Rural à habitat très dispersé";"PUBLIC";0;1;13
"23799";"0580616E";"ECOLE PRIMAIRE PUBLIQUE PIERRE ET MARIE CURIE";"COSNE-COURS-SUR-LOIRE";"DIJON";"Petites villes";"PUBLIC";1;10;129
"23809";"0580644K";"ECOLE PRIMAIRE PUBLIQUE -";"CERVON";"DIJON";"Rural à habitat dispersé";"PUBLIC";1;2;19
"23837";"0580747X";"ECOLE PRIMAIRE PUBLIQUE RENE CASSIN";"DECIZE";"DIJON";"Petites villes";"PUBLIC";0;7;122
"23852";"0580944L";"ECOLE PRIMAIRE PUBLIQUE -";"VANDENESSE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;17
"23950";"0590609S";"ECOLE MATERNELLE PUBLIQUE LES PEUPLIERS";"BAUVIN";"LILLE";"Ceintures urbaines";"PUBLIC";0;3;80
"23989";"0590723R";"ECOLE MATERNELLE PUBLIQUE PAUL LANGEVIN";"BRUAY-SUR-L'ESCAUT";"LILLE";"Grands centres urbains";"PUBLIC";1;10;168
"24010";"0590789M";"ECOLE ELEMENTAIRE PUBLIQUE JOLIOT-CURIE";"CAPPELLE-LA-GRANDE";"LILLE";"Grands centres urbains";"PUBLIC";0;7;142
"24019";"0590819V";"ECOLE PRIMAIRE PAUL BERT";"CAUDRY";"LILLE";"Centres urbains intermédiaires";"PUBLIC";1;11;179
"24061";"0590914Y";"ECOLE ELEMENTAIRE PUBLIQUE MICHELET - CHAPTAL";"DENAIN";"LILLE";"Centres urbains intermédiaires";"PUBLIC";1;18;296
"24063";"0590921F";"ECOLE ELEMENTAIRE PUBLIQUE EMILE ZOLA";"DENAIN";"LILLE";"Centres urbains intermédiaires";"PUBLIC";1;17;281
"24099";"0591026V";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MACE NIVEAU 1";"PERENCHIES";"LILLE";"Grands centres urbains";"PUBLIC";0;6;119
"24192";"0591332C";"ECOLE MATERNELLE PUBLIQUE LOUIS CORDONNIER";"HAUBOURDIN";"LILLE";"Grands centres urbains";"PUBLIC";0;4;97
"24291";"0591619P";"ECOLE MATERNELLE PUBLIQUE JEAN-JACQUES ROUSSEAU";"LILLE";"LILLE";"Grands centres urbains";"PUBLIC";0;5;127
"24369";"0591861C";"ECOLE MATERNELLE PUBLIQUE RPI 2";"MOEUVRES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;26
"24393";"0591941P";"ECOLE PRIMAIRE PUBLIQUE HENRI MATISSE";"NOYELLES-SUR-ESCAUT";"LILLE";"Bourgs ruraux";"PUBLIC";0;3;57
"24452";"0592073H";"ECOLE ELEMENTAIRE PUBLIQUE LAKANAL";"ROUBAIX";"LILLE";"Grands centres urbains";"PUBLIC";1;8;133
"24489";"0592148P";"ECOLE MATERNELLE PUBLIQUE DU CENTRE";"SAINT-AMAND-LES-EAUX";"LILLE";"Centres urbains intermédiaires";"PUBLIC";0;3;47
"24518";"0592228B";"ECOLE MATERNELLE PUBLIQUE LA FONTAINE";"SECLIN";"LILLE";"Centres urbains intermédiaires";"PUBLIC";0;5;125
"24567";"0592358T";"ECOLE MATERNELLE PUBLIQUE PAUL BERT";"TOURCOING";"LILLE";"Grands centres urbains";"PUBLIC";1;6;109
"24603";"0592442J";"ECOLE ELEMENTAIRE PUBLIQUE -";"VIESLY";"LILLE";"Bourgs ruraux";"PUBLIC";0;4;77
"24647";"0592567V";"ECOLE MATERNELLE PUBLIQUE JOLIOT-CURIE";"WAZIERS";"LILLE";"Grands centres urbains";"PUBLIC";1;7;121
"24696";"0592814N";"ECOLE MATERNELLE PUBLIQUE LEO LAGRANGE";"CAMBRAI";"LILLE";"Centres urbains intermédiaires";"PUBLIC";0;2;45
"24702";"0592823Y";"ECOLE MATERNELLE PUBLIQUE JEAN MACE";"ROUBAIX";"LILLE";"Grands centres urbains";"PUBLIC";1;9;153
"24747";"0593539B";"ECOLE PRIMAIRE PUBLIQUE BERTHELOT - JULES VERNE";"LILLE";"LILLE";"Grands centres urbains";"PUBLIC";1;15;272
"24754";"0593548L";"ECOLE PRIMAIRE PUBLIQUE CEZANNE";"MONCHECOURT";"LILLE";"Bourgs ruraux";"PUBLIC";1;5;79
"24761";"0593555U";"ECOLE ELEMENTAIRE PUBLIQUE LILI KELLER ROSENBERG";"WASQUEHAL";"LILLE";"Grands centres urbains";"PUBLIC";0;11;262
"24794";"0593646T";"ECOLE PRIMAIRE PUBLIQUE CHARLES PERRAULT";"MORBECQUE";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;5;100
"24808";"0593703E";"ECOLE PRIMAIRE PRIVEE SAINT JOSEPH";"CASSEL";"LILLE";"Rural à habitat dispersé";"PRIVE";0;4;93
"24836";"0593769B";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DE L'ASSOMPTION";"BAVAY";"LILLE";"Bourgs ruraux";"PRIVE";0;4;66
"24904";"0593921S";"ECOLE PRIMAIRE PRIVEE SAINTE MARIE";"PERENCHIES";"LILLE";"Grands centres urbains";"PRIVE";0;10;254
"24945";"0594037T";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES";"HEM";"LILLE";"Grands centres urbains";"PRIVE";0;14;390
"24998";"0594140E";"ECOLE PRIMAIRE PRIVEE SAINTE MARIE";"WILLEMS";"LILLE";"Ceintures urbaines";"PRIVE";0;5;133
"25030";"0594211G";"ECOLE ELEMENTAIRE PUBLIQUE MOLIERE";"SIN-LE-NOBLE";"LILLE";"Grands centres urbains";"PUBLIC";1;11;185
"25057";"0594247W";"ECOLE PRIMAIRE PUBLIQUE -";"TROISVILLES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;4;65
"25076";"0594323D";"ECOLE ELEMENTAIRE PUBLIQUE CHARLES DE GAULLE";"WASQUEHAL";"LILLE";"Grands centres urbains";"PUBLIC";0;8;159
"25104";"0594440F";"ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE PAUL VERLAINE";"GRANDE-SYNTHE";"LILLE";"Grands centres urbains";"PUBLIC";1;5;88
"25138";"0594491L";"ECOLE ELEMENTAIRE PUBLIQUE JOLIOT-CURIE";"VIEUX-CONDE";"LILLE";"Ceintures urbaines";"PUBLIC";1;11;173
"25140";"0594493N";"ECOLE PRIMAIRE PRIVEE RENE BONPAIN";"GRANDE-SYNTHE";"LILLE";"Grands centres urbains";"PRIVE";0;10;235
"25193";"0594688A";"ECOLE PRIMAIRE CAMUS - SABLON";"FECHAIN";"LILLE";"Bourgs ruraux";"PUBLIC";0;6;123
"25223";"0594782C";"ECOLE MATERNELLE PUBLIQUE TOULOUSE-LAUTREC";"VILLENEUVE-D'ASCQ";"LILLE";"Grands centres urbains";"PUBLIC";0;2;52
"25300";"0595014E";"ECOLE PRIMAIRE PUBLIQUE FELICIEN JOLY";"BRUILLE-LEZ-MARCHIENNES";"LILLE";"Bourgs ruraux";"PUBLIC";0;5;115
"25333";"0595087J";"ECOLE PRIMAIRE SIMONE VEIL";"HOUPLIN-ANCOISNE";"LILLE";"Ceintures urbaines";"PUBLIC";0;8;172
"25374";"0595235V";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"DUNKERQUE";"LILLE";"Grands centres urbains";"PUBLIC";1;9;129
"25420";"0595504M";"ECOLE PRIMAIRE PUBLIQUE DE L'ATRIUM";"BAVAY";"LILLE";"Bourgs ruraux";"PUBLIC";0;7;152
"25467";"0595932C";"ECOLE PRIMAIRE PUBLIQUE LE PETIT PRINCE";"GENECH";"LILLE";"Bourgs ruraux";"PUBLIC";0;8;182
"25507";"0596213H";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN";"VALENCIENNES";"LILLE";"Grands centres urbains";"PUBLIC";0;7;125
"25639";"0597100X";"ECOLE PRIMAIRE PUBLIQUE ECOLE EURO. LILLE METROPOLE J. DELORS - NIV PRIM.";"MARCQ-EN-BAROEUL";"LILLE";"Grands centres urbains";"PUBLIC";0;14;363
"25646";"0600075F";"ECOLE ELEMENTAIRE PUBLIQUE DES LARRIS";"AUTEUIL";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;2;52
"25730";"0600242M";"ECOLE PRIMAIRE PUBLIQUE -";"AUTRECHES";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;4;73
"25775";"0600340U";"ECOLE PRIMAIRE PUBLIQUE DE L'AVELON";"GOINCOURT";"AMIENS";"Ceintures urbaines";"PUBLIC";0;6;124
"25811";"0600407S";"ECOLE PRIMAIRE PUBLIQUE -";"HETOMESNIL";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;2;31
"25863";"0600478U";"ECOLE MATERNELLE PUBLIQUE SAINT-LAZARE";"COMPIEGNE";"AMIENS";"Centres urbains intermédiaires";"PUBLIC";0;3;72
"25923";"0600558F";"ECOLE PRIMAIRE PUBLIQUE BRICOGNE CUIGNIERES";"LES AGEUX";"AMIENS";"Ceintures urbaines";"PUBLIC";0;5;108
"26156";"0601039D";"ECOLE PRIMAIRE PUBLIQUE NICOLAS LE BRUN";"CROUY-EN-THELLE";"AMIENS";"Bourgs ruraux";"PUBLIC";0;5;104
"26189";"0601089H";"ECOLE MATERNELLE PUBLIQUE -";"GRANDVILLERS-AUX-BOIS";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;1;24
"26284";"0601450A";"ECOLE MATERNELLE PUBLIQUE JEAN RACINE";"CREIL";"AMIENS";"Grands centres urbains";"PUBLIC";1;2;42
"26305";"0601496A";"ECOLE PRIMAIRE ROSTAND - LHERMITE";"PONTPOINT";"AMIENS";"Ceintures urbaines";"PUBLIC";0;6;126
"26321";"0601561W";"ECOLE MATERNELLE PUBLIQUE CLOS ST PAUL";"MONCHY-SAINT-ELOI";"AMIENS";"Ceintures urbaines";"PUBLIC";0;2;51
"26475";"0602180U";"ECOLE ELEMENTAIRE PUBLIQUE -";"ANTILLY";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;1;25
"26477";"0602226U";"ECOLE PRIMAIRE JOSEPHINE BAKER";"NOGENT-SUR-OISE";"AMIENS";"Grands centres urbains";"PUBLIC";0;13;299
"26483";"0610122B";"ECOLE MATERNELLE PUBLIQUE (LA CARNEILLE)";"ATHIS-VAL DE ROUVRE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;30
"26487";"0610196G";"ECOLE PRIMAIRE PUBLIQUE (ECOLE DE MARCEI)";"BOISCHAMPRE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;39
"26499";"0610361L";"ECOLE PRIMAIRE PUBLIQUE JACQUES ANTOINE BERTRE";"BAZOCHES-SUR-HOENE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;6;124
"26504";"0610394X";"ECOLE ELEMENTAIRE  PUBLIQUE -";"CERISY-BELLE-ETOILE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;2;43
"26509";"0610420A";"ECOLE PRIMAIRE PUBLIQUE -";"LA COULONCHE";"NORMANDIE";"Rural à habitat très dispersé";"PUBLIC";0;2;34
"26577";"0610801P";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL";"MESSEI";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;6;125
"26596";"0610860D";"ECOLE PRIMAIRE PRIVEE SAINT JEAN";"L'AIGLE";"NORMANDIE";"Petites villes";"PRIVE";0;14;319
"26628";"0610969X";"ECOLE PRIMAIRE PUBLIQUE ANDRE-BARBET (LE THEIL)";"VAL-AU-PERCHE";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;8;171
"26722";"0620336D";"ECOLE MATERNELLE PUBLIQUE LOUIS PASTEUR";"BETHUNE";"LILLE";"Centres urbains intermédiaires";"PUBLIC";0;4;75
"26814";"0620569G";"ECOLE ELEMENTAIRE PUBLIQUE RPI 55";"BOIRY-BECQUERELLE";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;22
"26817";"0620573L";"ECOLE MATERNELLE PUBLIQUE -";"BUCQUOY";"LILLE";"Bourgs ruraux";"PUBLIC";0;3;60
"26821";"0620583X";"ECOLE MATERNELLE PUBLIQUE JEAN MOULIN RPI 75";"ECOUST-SAINT-MEIN";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;2;44
"26824";"0620588C";"ECOLE ELEMENTAIRE PUBLIQUE RPI 59";"FONTAINE-LES-CROISILLES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;23
"26838";"0620618K";"ECOLE PRIMAIRE PUBLIQUE JEAN-FRANCOIS LEMAIRE";"PALLUEL";"LILLE";"Bourgs ruraux";"PUBLIC";0;3;60
"26871";"0620706F";"ECOLE ELEMENTAIRE PUBLIQUE RPI 6";"BOIRY-SAINTE-RICTRUDE";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;2;44
"26872";"0620707G";"ECOLE MATERNELLE PUBLIQUE RPI 99";"FICHEUX";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;18
"26931";"0620899R";"ECOLE PRIMAIRE RPI 78";"SELLES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;20
"26943";"0620942M";"ECOLE PRIMAIRE PUBLIQUE -";"ESTREE-CAUCHY";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;2;25
"26978";"0621070B";"ECOLE ELEMENTAIRE PUBLIQUE GEORGES BRASSENS RPI 121";"PEUPLINGUES";"LILLE";"Bourgs ruraux";"PUBLIC";0;2;46
"27006";"0621140C";"ECOLE PRIMAIRE PUBLIQUE SAINT-EXUPERY";"CALAIS";"LILLE";"Grands centres urbains";"PUBLIC";1;17;265
